,Academic_Year,Gender_En,Nationality_Name_En,Current_Medical_Field_En,City_Name_En,Longitude,Latitude,Number_of_Trainees
1216,2018,Female,Syria,Medicine and Surgery,Riyadh,46.675296,24.713552,9
1217,2020,Male,Saudi Arabia,Dentistry and Related Specialties,Taif,40.424819,21.284078,9
1221,2016,Female,Jordan,Medicine and Surgery,Riyadh,46.675296,24.713552,9
1223,2016,Female,Saudi Arabia,Medicine and Surgery,Yanbu,38.155484,24.056528,9
1225,2020,Male,Saudi Arabia,Medicine and Surgery,Alquriyat,37.361353,31.329635,9
1227,2021,Female,Egypt,Medicine and Surgery,Jeddah,39.192505,21.485811,9
1230,2019,Female,Pakistan,Medicine and Surgery,Dubai,55.28,25.252,9
1231,2019,Female,Syria,Medicine and Surgery,Riyadh,46.675296,24.713552,9
1234,2022,Male,Egypt,Medicine and Surgery,Riyadh,46.675296,24.713552,9
1235,2016,Female,Syria,Medicine and Surgery,Riyadh,46.675296,24.713552,9
1239,2017,Male,Saudi Arabia,Dentistry and Related Specialties,Makkah,39.857912,21.389082,9
1240,2018,Male,Saudi Arabia,Nursing and Midwifery,Madinah,39.569184,24.524654,9
1241,2021,Female,Saudi Arabia,Nursing and Midwifery,Najran,44.228944,17.565604,9
1243,2019,Male,Saudi Arabia,Medicine and Surgery,Unaizah,43.987546,26.090731,9
1244,2021,Male,Syria,Medicine and Surgery,Riyadh,46.675296,24.713552,9
1245,2021,Female,Saudi Arabia,Nursing and Midwifery,Jazan,42.570567,16.889359,9
1247,2021,Female,Bahrain,Medicine and Surgery,Riyadh,46.675296,24.713552,9
1248,2021,Male,Saudi Arabia,Dentistry and Related Specialties,Najran,44.228944,17.565604,9
1250,2018,Male,Saudi Arabia,Nursing and Midwifery,Yanbu,38.155484,24.056528,9
1256,2017,Male,Saudi Arabia,Nursing and Midwifery,Buraidah,43.981812,26.359231,9
1259,2020,Female,Bahrain,Medicine and Surgery,Riyadh,46.675296,24.713552,9
1271,2022,Male,Saudi Arabia,Medicine and Surgery,Alkharj  ,47.324788,24.157604,9
1272,2019,Male,Saudi Arabia,Nursing and Midwifery,Yanbu,38.155484,24.056528,9
1274,2021,Female,Saudi Arabia,Dentistry and Related Specialties,Buraidah,43.981812,26.359231,9
1275,2021,Male,Kuwait,Medicine and Surgery,Riyadh,46.675296,24.713552,9
1277,2020,Male,Saudi Arabia,Laboratories and Medical Technology,Madinah,39.569184,24.524654,8
1280,2016,Female,Saudi Arabia,Nursing and Midwifery,Riyadh,46.675296,24.713552,8
1281,2020,Male,Saudi Arabia,Dentistry and Related Specialties,Al-Ahsa,49.365315,21.91133,8
1282,2021,Male,Saudi Arabia,Nursing and Midwifery,Albahah,41.471273,20.021741,8
1283,2019,Male,Saudi Arabia,Medicine and Surgery,Hafr Albatin,45.962711,28.378415,8
1285,2017,Female,Saudi Arabia,Medicine and Surgery,Manama,50.5831,26.2167,8
1287,2019,Female,Saudi Arabia,Nursing and Midwifery,Buraidah,43.981812,26.359231,8
1288,2020,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Jeddah,39.192505,21.485811,8
1289,2018,Male,Saudi Arabia,Dentistry and Related Specialties,Makkah,39.857912,21.389082,8
1292,2016,Female,Pakistan,Medicine and Surgery,Dubai,55.28,25.252,8
1293,2022,Male,Saudi Arabia,Medicine and Surgery,Khamis Mushait,42.766233,18.309339,8
1294,2020,Male,Pakistan,Medicine and Surgery,Jeddah,39.192505,21.485811,8
1295,2018,Male,Saudi Arabia,Laboratories and Medical Technology,Madinah,39.569184,24.524654,8
1296,2022,Female,Yemen,Medicine and Surgery,Riyadh,46.675296,24.713552,8
1297,2020,Male,Saudi Arabia,Nursing and Midwifery,Buraidah,43.981812,26.359231,8
1298,2021,Male,Saudi Arabia,Dentistry and Related Specialties,Abha,42.511724,18.246468,8
1299,2017,Female,Pakistan,Medicine and Surgery,Riyadh,46.675296,24.713552,8
1301,2020,Female,Jordan,Medicine and Surgery,Riyadh,46.675296,24.713552,8
1305,2019,Female,Saudi Arabia,Nursing and Midwifery,Dhahran,50.039302,26.236125,8
1308,2021,Male,Pakistan,Medicine and Surgery,Jeddah,39.192505,21.485811,8
1309,2017,Male,Saudi Arabia,Laboratories and Medical Technology,Madinah,39.569184,24.524654,8
1310,2017,Male,Saudi Arabia,Dentistry and Related Specialties,Madinah,39.569184,24.524654,8
1314,2016,Male,Saudi Arabia,Dentistry and Related Specialties,Makkah,39.857912,21.389082,8
1316,2022,Male,Kuwait,Medicine and Surgery,Riyadh,46.675296,24.713552,8
1319,2021,Male,Syria,Medicine and Surgery,Jeddah,39.192505,21.485811,8
1321,2018,Female,Saudi Arabia,Medicine and Surgery,Najran,44.228944,17.565604,8
1322,2017,Male,Yemen,Medicine and Surgery,Dammam,50.088794,26.420683,8
1323,2021,Male,Saudi Arabia,Laboratories and Medical Technology,Madinah,39.569184,24.524654,8
1326,2020,Female,Palestine,Medicine and Surgery,Jeddah,39.192505,21.485811,8
1329,2020,Male,United Arab Emirates,Medicine and Surgery,Dubai,55.28,25.252,8
1330,2018,Male,Saudi Arabia,Nursing and Midwifery,Jazan,42.570567,16.889359,8
1333,2019,Male,Pakistan,Medicine and Surgery,Jeddah,39.192505,21.485811,8
1334,2018,Female,Sudan,Medicine and Surgery,Buraidah,43.981812,26.359231,8
1335,2021,Female,India,Medicine and Surgery,Dubai,55.28,25.252,8
1337,2021,Female,Yemen,Medicine and Surgery,Riyadh,46.675296,24.713552,8
1338,2021,Male,Jordan,Medicine and Surgery,Riyadh,46.675296,24.713552,8
1339,2018,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,Jeddah,39.192505,21.485811,8
1340,2018,Male,Saudi Arabia,Medicine and Surgery,Jouf,39.320624,29.887356,8
1343,2019,Male,Saudi Arabia,Nursing and Midwifery,Jazan,42.570567,16.889359,8
1345,2018,Male,Pakistan,Medicine and Surgery,Riyadh,46.675296,24.713552,8
1350,2016,Female,Sudan,Medicine and Surgery,Tabuk,36.566191,28.383508,8
1352,2022,Female,Egypt,Medicine and Surgery,Riyadh,46.675296,24.713552,8
1356,2018,Female,Yemen,Medicine and Surgery,Makkah,39.857912,21.389082,8
1358,2016,Male,Yemen,Medicine and Surgery,Najran,44.228944,17.565604,8
1361,2018,Female,Bahrain,Medicine and Surgery,Riyadh,46.675296,24.713552,8
1362,2020,Male,Syria,Medicine and Surgery,Jeddah,39.192505,21.485811,8
1364,2021,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Jeddah,39.192505,21.485811,8
1371,2019,Female,Yemen,Medicine and Surgery,Makkah,39.857912,21.389082,7
1373,2018,Female,Sudan,Medicine and Surgery,Jeddah,39.192505,21.485811,7
1374,2020,Female,Saudi Arabia,Nursing and Midwifery,Jazan,42.570567,16.889359,7
1376,2020,Male,Immigrant Tribes,Medicine and Surgery,Riyadh,46.675296,24.713552,7
1384,2022,Female,Saudi Arabia,Dentistry and Related Specialties,Riyadh,46.675296,24.713552,7
1389,2018,Female,Saudi Arabia,Unknown,Riyadh,46.675296,24.713552,7
1391,2019,Male,Palestine,Medicine and Surgery,Jeddah,39.192505,21.485811,7
1394,2021,Female,Saudi Arabia,Medicine and Surgery,Unaizah,43.987546,26.090731,7
1396,2019,Male,Saudi Arabia,Medicine and Surgery,Alquriyat,37.361353,31.329635,7
1399,2018,Male,Yemen,Medicine and Surgery,Dammam,50.088794,26.420683,7
1401,2021,Female,Saudi Arabia,Nursing and Midwifery,Taif,40.424819,21.284078,7
1402,2020,Female,Syria,Medicine and Surgery,Riyadh,46.675296,24.713552,7
1404,2017,Female,Saudi Arabia,Dentistry and Related Specialties,Abha,42.511724,18.246468,7
1407,2018,Female,Kuwait,Medicine and Surgery,Riyadh,46.675296,24.713552,7
1408,2019,Male,Immigrant Tribes,Medicine and Surgery,Riyadh,46.675296,24.713552,7
1410,2016,Female,United Arab Emirates,Medicine and Surgery,Dubai,55.28,25.252,7
1413,2019,Female,Kuwait,Medicine and Surgery,Riyadh,46.675296,24.713552,7
1414,2019,Male,Saudi Arabia,Dentistry and Related Specialties,Khamis Mushait,42.766233,18.309339,7
1415,2022,Female,Saudi Arabia,Medicine and Surgery,Dhahran,50.039302,26.236125,7
1418,2018,Female,Saudi Arabia,Nursing and Midwifery,Dhahran,50.039302,26.236125,7
1419,2020,Male,Jordan,Medicine and Surgery,Riyadh,46.675296,24.713552,7
1420,2021,Male,Saudi Arabia,Dentistry and Related Specialties,Al-Ahsa,49.365315,21.91133,7
1422,2022,Male,Saudi Arabia,Medicine and Surgery,Jouf,39.320624,29.887356,7
1427,2021,Female,Saudi Arabia,Unknown,Riyadh,46.675296,24.713552,7
1429,2016,Male,Saudi Arabia,Medicine and Surgery,Alkharj  ,47.324788,24.157604,7
1430,2022,Male,Saudi Arabia,Dentistry and Related Specialties,Madinah,39.569184,24.524654,7
1431,2021,Male,Saudi Arabia,Dentistry and Related Specialties,Buraidah,43.981812,26.359231,7
1432,2020,Female,Pakistan,Medicine and Surgery,Dubai,55.28,25.252,7
1433,2016,Male,Saudi Arabia,Medicine and Surgery,Najran,44.228944,17.565604,7
1434,2020,Male,Saudi Arabia,Dentistry and Related Specialties,Dhahran,50.039302,26.236125,7
1436,2018,Male,Saudi Arabia,Dentistry and Related Specialties,Khamis Mushait,42.766233,18.309339,7
1438,2017,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Jeddah,39.192505,21.485811,7
1442,2019,Female,Saudi Arabia,Medicine and Surgery,Jouf,39.320624,29.887356,7
1443,2021,Female,Jordan,Medicine and Surgery,Riyadh,46.675296,24.713552,7
1446,2017,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,Jeddah,39.192505,21.485811,7
1447,2018,Female,India,Medicine and Surgery,Jeddah,39.192505,21.485811,7
1449,2017,Male,India,Medicine and Surgery,Riyadh,46.675296,24.713552,7
1455,2019,Female,Saudi Arabia,Medicine and Surgery,Albahah,41.471273,20.021741,7
1460,2020,Male,Saudi Arabia,Nursing and Midwifery,Yanbu,38.155484,24.056528,7
1462,2017,Female,Syria,Medicine and Surgery,Riyadh,46.675296,24.713552,7
1464,2017,Male,Yemen,Medicine and Surgery,Najran,44.228944,17.565604,7
1467,2022,Female,Saudi Arabia,Medicine and Surgery,Unknown - Saudi Arabia,45.079162,23.885942,7
1469,2019,Female,India,Medicine and Surgery,Dubai,55.28,25.252,7
1474,2019,Female,Sudan,Medicine and Surgery,Jeddah,39.192505,21.485811,7
1475,2021,Male,Saudi Arabia,Dentistry and Related Specialties,Hail,41.720824,27.51141,6
1477,2016,Female,Sudan,Medicine and Surgery,Abha,42.511724,18.246468,6
1478,2021,Female,Saudi Arabia,Dentistry and Related Specialties,Dhahran,50.039302,26.236125,6
1479,2017,Female,Bahrain,Medicine and Surgery,Riyadh,46.675296,24.713552,6
1481,2020,Male,Federated States Of Micronesia,Medicine and Surgery,Riyadh,46.675296,24.713552,6
1485,2016,Male,Saudi Arabia,Dentistry and Related Specialties,Madinah,39.569184,24.524654,6
1487,2018,Female,Saudi Arabia,Dentistry and Related Specialties,Madinah,39.569184,24.524654,6
1489,2018,Male,Saudi Arabia,Nursing and Midwifery,Najran,44.228944,17.565604,6
1490,2018,Female,Saudi Arabia,Dentistry and Related Specialties,Dammam,50.088794,26.420683,6
1491,2018,Male,India,Medicine and Surgery,Riyadh,46.675296,24.713552,6
1493,2016,Male,Sudan,Medicine and Surgery,Buraidah,43.981812,26.359231,6
1495,2022,Male,Palestine,Medicine and Surgery,Riyadh,46.675296,24.713552,6
1500,2018,Male,Pakistan,Medicine and Surgery,Jeddah,39.192505,21.485811,6
1503,2019,Female,Saudi Arabia,Laboratories and Medical Technology,Riyadh,46.675296,24.713552,6
1505,2021,Male,Saudi Arabia,Dentistry and Related Specialties,Arar,41.059564,30.959945,6
1509,2016,Male,Saudi Arabia,Dentistry and Related Specialties,Abha,42.511724,18.246468,6
1510,2016,Male,Sudan,Medicine and Surgery,Khamis Mushait,42.766233,18.309339,6
1511,2018,Female,Saudi Arabia,Dentistry and Related Specialties,Makkah,39.857912,21.389082,6
1521,2022,Female,Saudi Arabia,Medicine and Surgery,Taif,40.424819,21.284078,6
1528,2016,Female,Palestine,Medicine and Surgery,Riyadh,46.675296,24.713552,6
1531,2020,Female,Saudi Arabia,Dentistry and Related Specialties,Hail,41.720824,27.51141,6
1534,2019,Male,Saudi Arabia,Laboratories and Medical Technology,Madinah,39.569184,24.524654,6
1537,2018,Male,Jordan,Medicine and Surgery,Jeddah,39.192505,21.485811,6
1540,2021,Female,Bahrain,Medicine and Surgery,Dammam,50.088794,26.420683,6
1542,2019,Female,India,Medicine and Surgery,Jeddah,39.192505,21.485811,6
1544,2021,Male,Saudi Arabia,Dentistry and Related Specialties,Tabuk,36.566191,28.383508,6
1553,2016,Male,Yemen,Medicine and Surgery,Dammam,50.088794,26.420683,6
1554,2022,Female,Bahrain,Medicine and Surgery,Riyadh,46.675296,24.713552,6
1556,2017,Female,India,Medicine and Surgery,Jeddah,39.192505,21.485811,6
1559,2021,Female,Saudi Arabia,Nursing and Midwifery,Hofuf,49.588765,25.380026,6
1562,2017,Female,Saudi Arabia,Dentistry and Related Specialties,Makkah,39.857912,21.389082,6
1565,2021,Female,Saudi Arabia,Nursing and Midwifery,Khamis Mushait,42.766233,18.309339,6
1566,2018,Female,India,Medicine and Surgery,Dubai,55.28,25.252,6
1567,2019,Female,Jordan,Medicine and Surgery,Dubai,55.28,25.252,6
1568,2017,Female,Saudi Arabia,Dentistry and Related Specialties,Dammam,50.088794,26.420683,6
1569,2017,Female,Sudan,Medicine and Surgery,Abha,42.511724,18.246468,6
1571,2020,Female,Saudi Arabia,Nursing and Midwifery,Dhahran,50.039302,26.236125,6
1573,2021,Female,Saudi Arabia,Nursing and Midwifery,Yanbu,38.155484,24.056528,6
1574,2021,Female,Pakistan,Medicine and Surgery,Dubai,55.28,25.252,6
1576,2018,Male,Egypt,Medicine and Surgery,Makkah,39.857912,21.389082,6
1577,2017,Female,Palestine,Medicine and Surgery,Riyadh,46.675296,24.713552,6
1581,2019,Female,Sudan,Medicine and Surgery,Dubai,55.28,25.252,6
1582,2020,Male,Palestine,Medicine and Surgery,Jeddah,39.192505,21.485811,6
1583,2018,Male,Yemen,Medicine and Surgery,Makkah,39.857912,21.389082,6
1584,2021,Male,Palestine,Medicine and Surgery,Jeddah,39.192505,21.485811,6
1587,2022,Female,Saudi Arabia,Medicine and Surgery,Abha,42.511724,18.246468,6
1589,2019,Female,Sudan,Medicine and Surgery,Buraidah,43.981812,26.359231,6
1593,2022,Male,Saudi Arabia,Medicine and Surgery,Unknown - Saudi Arabia,45.079162,23.885942,6
1596,2020,Male,Saudi Arabia,Dentistry and Related Specialties,Arar,41.059564,30.959945,6
1597,2020,Female,Jordan,Medicine and Surgery,Dubai,55.28,25.252,6
1602,2016,Male,Egypt,Medicine and Surgery,Makkah,39.857912,21.389082,6
1606,2020,Male,Saudi Arabia,Nursing and Midwifery,Jazan,42.570567,16.889359,6
1607,2018,Female,Saudi Arabia,Nursing and Midwifery,Madinah,39.569184,24.524654,6
1609,2021,Male,Saudi Arabia,Nursing and Midwifery,Buraidah,43.981812,26.359231,6
1612,2020,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,Dammam,50.088794,26.420683,6
1616,2021,Female,Jordan,Medicine and Surgery,Dubai,55.28,25.252,6
1617,2022,Female,Saudi Arabia,Unknown,Riyadh,46.675296,24.713552,6
1618,2020,Female,Saudi Arabia,Nursing and Midwifery,Khamis Mushait,42.766233,18.309339,6
1621,2019,Female,Saudi Arabia,Nursing and Midwifery,Khamis Mushait,42.766233,18.309339,6
1623,2016,Male,Saudi Arabia,Medicine and Surgery,Jouf,39.320624,29.887356,5
1626,2016,Male,Sudan,Medicine and Surgery,Abha,42.511724,18.246468,5
1628,2018,Female,Sudan,Medicine and Surgery,Abha,42.511724,18.246468,5
1629,2020,Female,Sudan,Medicine and Surgery,Jeddah,39.192505,21.485811,5
1631,2019,Female,Pakistan,Medicine and Surgery,Jeddah,39.192505,21.485811,5
1632,2016,Male,Saudi Arabia,Medicine and Surgery,Jubail,49.568742,26.959771,5
1633,2016,Female,Yemen,Medicine and Surgery,Dammam,50.088794,26.420683,5
1635,2018,Female,Sudan,Medicine and Surgery,Dubai,55.28,25.252,5
1637,2020,Female,Syria,Medicine and Surgery,Jeddah,39.192505,21.485811,5
1638,2016,Male,India,Medicine and Surgery,Riyadh,46.675296,24.713552,5
1642,2017,Male,Sudan,Medicine and Surgery,Khamis Mushait,42.766233,18.309339,5
1644,2017,Male,Sudan,Medicine and Surgery,Jeddah,39.192505,21.485811,5
1645,2017,Male,Sudan,Medicine and Surgery,Jazan,42.570567,16.889359,5
1647,2018,Male,Sudan,Medicine and Surgery,Abha,42.511724,18.246468,5
1648,2019,Male,Saudi Arabia,Nursing and Midwifery,Buraidah,43.981812,26.359231,5
1649,2021,Female,Sudan,Medicine and Surgery,Jeddah,39.192505,21.485811,5
1651,2017,Male,Saudi Arabia,Dentistry and Related Specialties,Khamis Mushait,42.766233,18.309339,5
1652,2020,Female,Saudi Arabia,Nursing and Midwifery,Hofuf,49.588765,25.380026,5
1655,2022,Female,Saudi Arabia,Medicine and Surgery,Buraidah,43.981812,26.359231,5
1656,2017,Male,Saudi Arabia,Medicine and Surgery,Jouf,39.320624,29.887356,5
1657,2022,Male,Syria,Medicine and Surgery,Riyadh,46.675296,24.713552,5
1661,2018,Male,Saudi Arabia,Medicine and Surgery,Unaizah,43.987546,26.090731,5
1662,2021,Female,Syria,Medicine and Surgery,Jeddah,39.192505,21.485811,5
1663,2022,Female,Saudi Arabia,Medicine and Surgery,Al-Ahsa,49.365315,21.91133,5
1667,2020,Female,Saudi Arabia,Medicine and Surgery,Alkharj  ,47.324788,24.157604,5
1673,2016,Male,Saudi Arabia,Medicine and Surgery,Arar,41.059564,30.959945,5
1680,2019,Male,Saudi Arabia,Nursing and Midwifery,Taif,40.424819,21.284078,5
1681,2016,Male,Saudi Arabia,Medicine and Surgery,Bisha,42.590167,19.976352,5
1684,2019,Male,Saudi Arabia,Nursing and Midwifery,Makkah,39.857912,21.389082,5
1685,2020,Female,Saudi Arabia,Medicine and Surgery,Unaizah,43.987546,26.090731,5
1686,2018,Male,Saudi Arabia,Medicine and Surgery,Hafr Albatin,45.962711,28.378415,5
1687,2016,Female,Yemen,Medicine and Surgery,Taif,40.424819,21.284078,5
1688,2018,Female,Syria,Medicine and Surgery,Jeddah,39.192505,21.485811,5
1690,2019,Female,Palestine,Medicine and Surgery,Riyadh,46.675296,24.713552,5
1691,2016,Male,Saudi Arabia,Laboratories and Medical Technology,Madinah,39.569184,24.524654,5
1692,2021,Male,United Arab Emirates,Medicine and Surgery,Dubai,55.28,25.252,5
1693,2016,Female,Sudan,Medicine and Surgery,Taif,40.424819,21.284078,5
1694,2020,Female,Saudi Arabia,Dentistry and Related Specialties,Buraidah,43.981812,26.359231,5
1695,2022,Male,Saudi Arabia,Medicine and Surgery,Jazan,42.570567,16.889359,5
1697,2022,Female,Yemen,Medicine and Surgery,Jeddah,39.192505,21.485811,5
1701,2022,Male,Saudi Arabia,Unknown,Riyadh,46.675296,24.713552,5
1704,2020,Male,Saudi Arabia,Nursing and Midwifery,Dhahran,50.039302,26.236125,5
1705,2017,Female,Sudan,Medicine and Surgery,Tabuk,36.566191,28.383508,5
1706,2021,Male,Federated States Of Micronesia,Medicine and Surgery,Riyadh,46.675296,24.713552,5
1707,2018,Female,Pakistan,Medicine and Surgery,Riyadh,46.675296,24.713552,5
1708,2021,Female,Saudi Arabia,Dentistry and Related Specialties,Khamis Mushait,42.766233,18.309339,5
1710,2017,Female,Kuwait,Medicine and Surgery,Riyadh,46.675296,24.713552,5
1715,2018,Male,United Arab Emirates,Medicine and Surgery,Dubai,55.28,25.252,5
1716,2016,Female,Kuwait,Medicine and Surgery,Riyadh,46.675296,24.713552,5
1718,2021,Male,Saudi Arabia,Nursing and Midwifery,Hofuf,49.588765,25.380026,5
1720,2020,Female,Bahrain,Medicine and Surgery,Dammam,50.088794,26.420683,5
1721,2019,Female,Saudi Arabia,Medicine and Surgery,Unaizah,43.987546,26.090731,5
1725,2019,Female,Saudi Arabia,Unknown,Riyadh,46.675296,24.713552,5
1726,2021,Female,Saudi Arabia,Dentistry and Related Specialties,Taif,40.424819,21.284078,5
1727,2018,Female,Saudi Arabia,Dentistry and Related Specialties,Dhahran,50.039302,26.236125,5
1729,2021,Female,Saudi Arabia,Medicine and Surgery,Bisha,42.590167,19.976352,5
1732,2019,Female,Bahrain,Medicine and Surgery,Dammam,50.088794,26.420683,5
1734,2022,Male,Saudi Arabia,Medicine and Surgery,Tabuk,36.566191,28.383508,5
1735,2020,Male,Saudi Arabia,Dentistry and Related Specialties,Najran,44.228944,17.565604,5
1741,2020,Female,India,Medicine and Surgery,Dubai,55.28,25.252,5
1743,2020,Female,India,Medicine and Surgery,Jeddah,39.192505,21.485811,5
1744,2020,Male,Saudi Arabia,Dentistry and Related Specialties,Hail,41.720824,27.51141,5
1746,2021,Male,Immigrant Tribes,Medicine and Surgery,Riyadh,46.675296,24.713552,5
1747,2018,Male,Yemen,Medicine and Surgery,Najran,44.228944,17.565604,5
1749,2020,Male,Saudi Arabia,Dentistry and Related Specialties,Buraidah,43.981812,26.359231,5
1754,2021,Female,Saudi Arabia,Laboratories and Medical Technology,Madinah,39.569184,24.524654,5
1759,2018,Female,Palestine,Medicine and Surgery,Riyadh,46.675296,24.713552,5
1763,2017,Male,Kuwait,Dentistry and Related Specialties,Riyadh,46.675296,24.713552,5
1766,2017,Male,Jordan,Medicine and Surgery,Jeddah,39.192505,21.485811,5
1771,2020,Female,Palestine,Medicine and Surgery,Riyadh,46.675296,24.713552,5
1772,2018,Male,Sudan,Medicine and Surgery,Jazan,42.570567,16.889359,5
1773,2018,Male,Sudan,Medicine and Surgery,Jeddah,39.192505,21.485811,5
1779,2022,Female,Saudi Arabia,Medicine and Surgery,Tabuk,36.566191,28.383508,5
1781,2016,Female,Sudan,Medicine and Surgery,Khamis Mushait,42.766233,18.309339,5
1782,2016,Male,Sudan,Medicine and Surgery,Jazan,42.570567,16.889359,5
1783,2016,Male,Sudan,Medicine and Surgery,Jeddah,39.192505,21.485811,5
1785,2017,Male,Egypt,Medicine and Surgery,Makkah,39.857912,21.389082,5
1786,2018,Male,Saudi Arabia,Medicine and Surgery,Alquriyat,37.361353,31.329635,5
1788,2020,Male,Sudan,Medicine and Surgery,Madinah,39.569184,24.524654,5
1791,2019,Male,Yemen,Medicine and Surgery,Makkah,39.857912,21.389082,5
1795,2019,Male,United Arab Emirates,Medicine and Surgery,Dubai,55.28,25.252,5
1797,2020,Female,Yemen,Medicine and Surgery,Makkah,39.857912,21.389082,5
1802,2016,Male,India,Medicine and Surgery,Jeddah,39.192505,21.485811,4
1805,2022,Female,United Arab Emirates,Medicine and Surgery,Dubai,55.28,25.252,4
1806,2020,Female,Pakistan,Medicine and Surgery,Riyadh,46.675296,24.713552,4
1813,2020,Female,Saudi Arabia,Dentistry and Related Specialties,Dhahran,50.039302,26.236125,4
1824,2016,Female,Pakistan,Medicine and Surgery,Jeddah,39.192505,21.485811,4
1826,2016,Female,Yemen,Medicine and Surgery,Makkah,39.857912,21.389082,4
1828,2016,Female,Iraq,Medicine and Surgery,Riyadh,46.675296,24.713552,4
1831,2019,Male,Saudi Arabia,Dentistry and Related Specialties,Najran,44.228944,17.565604,4
1833,2020,Female,Bahrain,Medicine and Surgery,Khobar,50.080072,26.182911,4
1835,2018,Male,Immigrant Tribes,Nursing and Midwifery,Riyadh,46.675296,24.713552,4
1836,2018,Male,India,Medicine and Surgery,Jeddah,39.192505,21.485811,4
1837,2020,Female,Kuwait,Medicine and Surgery,Riyadh,46.675296,24.713552,4
1839,2016,Female,Jordan,Medicine and Surgery,Jeddah,39.192505,21.485811,4
1840,2019,Male,Yemen,Medicine and Surgery,Najran,44.228944,17.565604,4
1843,2022,Female,Saudi Arabia,Medicine and Surgery,Arar,41.059564,30.959945,4
1847,2019,Male,Sudan,Unknown,Riyadh,46.675296,24.713552,4
1851,2016,Male,Egypt,Medicine and Surgery,Tabuk,36.566191,28.383508,4
1852,2016,Female,Saudi Arabia,Medicine and Surgery,Hail,41.720824,27.51141,4
1857,2019,Male,Sudan,Medicine and Surgery,Jeddah,39.192505,21.485811,4
1859,2019,Male,Sudan,Medicine and Surgery,Madinah,39.569184,24.524654,4
1862,2016,Female,Sudan,Medicine and Surgery,Dammam,50.088794,26.420683,4
1864,2019,Male,Yemen,Medicine and Surgery,Dammam,50.088794,26.420683,4
1866,2022,Male,Egypt,Medicine and Surgery,Jeddah,39.192505,21.485811,4
1869,2018,Female,United Arab Emirates,Medicine and Surgery,Riyadh,46.675296,24.713552,4
1871,2018,Male,Saudi Arabia,Dentistry and Related Specialties,Dhahran,50.039302,26.236125,4
1874,2017,Male,Palestine,Medicine and Surgery,Najran,44.228944,17.565604,4
1877,2017,Female,India,Medicine and Surgery,Riyadh,46.675296,24.713552,4
1880,2017,Female,Iraq,Medicine and Surgery,Riyadh,46.675296,24.713552,4
1881,2017,Female,Jordan,Medicine and Surgery,Jeddah,39.192505,21.485811,4
1882,2019,Female,United Arab Emirates,Medicine and Surgery,Riyadh,46.675296,24.713552,4
1889,2018,Female,Pakistan,Medicine and Surgery,Jeddah,39.192505,21.485811,4
1891,2017,Female,Pakistan,Medicine and Surgery,Jeddah,39.192505,21.485811,4
1901,2017,Female,Syria,Medicine and Surgery,Jeddah,39.192505,21.485811,4
1903,2018,Female,Saudi Arabia,Medicine and Surgery,Albahah,41.471273,20.021741,4
1904,2016,Male,Yemen,Medicine and Surgery,Khobar,50.080072,26.182911,4
1907,2018,Male,Sudan,Unknown,Riyadh,46.675296,24.713552,4
1910,2022,Male,Saudi Arabia,Medicine and Surgery,Alquriyat,37.361353,31.329635,4
1911,2021,Male,Saudi Arabia,Nursing and Midwifery,Dhahran,50.039302,26.236125,4
1916,2017,Female,Sudan,Medicine and Surgery,Taif,40.424819,21.284078,4
1917,2020,Male,Saudi Arabia,Nursing and Midwifery,Hofuf,49.588765,25.380026,4
1921,2021,Male,Syria,Medicine and Surgery,Dubai,55.28,25.252,4
1922,2017,Male,Pakistan,Medicine and Surgery,Jeddah,39.192505,21.485811,4
1927,2020,Male,Yemen,Medicine and Surgery,Dammam,50.088794,26.420683,4
1929,2017,Male,Yemen,Medicine and Surgery,Khobar,50.080072,26.182911,4
1932,2021,Female,Saudi Arabia,Medicine and Surgery,Hafr Albatin,45.962711,28.378415,4
1934,2017,Male,Egypt,Medicine and Surgery,Tabuk,36.566191,28.383508,4
1935,2017,Female,Saudi Arabia,Medicine and Surgery,Najran,44.228944,17.565604,4
1941,2017,Female,Saudi Arabia,Nursing and Midwifery,Dhahran,50.039302,26.236125,4
1944,2017,Female,Saudi Arabia,Nursing and Midwifery,Madinah,39.569184,24.524654,4
1946,2021,Female,Palestine,Medicine and Surgery,Riyadh,46.675296,24.713552,4
1949,2021,Female,Saudi Arabia,Nursing and Midwifery,Unaizah,43.987546,26.090731,4
1950,2019,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,Khobar,50.080072,26.182911,4
1952,2020,Male,Saudi Arabia,Nursing and Midwifery,Albahah,41.471273,20.021741,4
1956,2017,Female,Saudi Arabia,Medicine and Surgery,Albahah,41.471273,20.021741,4
1959,2019,Female,Syria,Medicine and Surgery,Jeddah,39.192505,21.485811,4
1960,2021,Female,Palestine,Medicine and Surgery,Jeddah,39.192505,21.485811,4
1962,2020,Male,Saudi Arabia,Dentistry and Related Specialties,Abha,42.511724,18.246468,4
1964,2020,Male,Yemen,Medicine and Surgery,Makkah,39.857912,21.389082,4
