,Region_Name_En,City_Name_En,Current_Training_Center_Name_En,Current_Program_Name_En,Current_Speciality_Name_En,Region_Centroid,City_Longitude,City_Latitude,Training_Center_Longitude,Training_Center_Latitude
701,Eastern Province,Al-Ahsa,Alahsa Health Cluster,Family Medicine – 3 Years Track,Family Medicine,POINT (48.23088037524295 27.01831695320538),49.365315,21.91133,49.5142036,25.332395
702,Al Madinah,Yanbu,Royal Commission Medical Center in Yanbu,Obstetrics & Gynecology,Obstetrics & Gynecology,POINT (39.56226489806622 24.86058870299565),38.155484,24.056528,38.194309,24.0204254
703,Riyadh,Riyadh,Prince Sultan Military Medical City in Riyadh,Restorative Dentistry - 3 Years Track,Restorative Dentistry,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
704,Riyadh,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,Otorhinolaryngology Head And Neck Surgery,Otorhinolaryngology Head And Neck Surgery,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
705,Riyadh,Riyadh,King Fahad Medical City in Riyadh,Endodontics - 3 Years Track,Endodontics,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
706,Tabuk,Tabuk,King Salman Hospital for North West Armed Forces in Tabuk,Family Medicine – 3 Years Track,Family Medicine,POINT (37.21694450317039 27.86494842092309),36.566191,28.383508,36.5957527,28.3494438
707,Riyadh,Riyadh,University Hospitals of Riyadh Alam University in Riyadh,Restorative Dentistry - 3 Years Track,Restorative Dentistry,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
708,Riyadh,Riyadh,AlYamamah Hospital in Riyadh,Endodontics - 3 Years Track,Endodontics,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
709,Eastern Province,Dhahran,Johns Hopkins Aramco Healthcare Center in Dhahran,Internal Medicine,Internal Medicine,POINT (48.23088037524295 27.01831695320538),50.039302,26.236125,50.1506389,26.2846113
710,Jizan,Jazan,General Directorate of Health Affairs in Jazan Region,Restorative Dentistry - 3 Years Track,Restorative Dentistry,POINT (42.68326094404831 17.21845288332345),42.570567,16.889359,42.5471234,16.978015
711,Makkah,Jeddah,International Medical Center in Jeddah,Orthopedic Surgery,Orthopedic Surgery,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
712,Makkah,Makkah,King Abdulaziz Hospital in Mecca,Orthopedic Surgery,Orthopedic Surgery,POINT (39.91800768330813 21.50947859338701),39.857912,21.389082,39.94124,21.331945
713,Riyadh,Riyadh,Specialized Dental Healthcare Center in Eastern Riyadh,Prosthodontics - 3 Years Track,Prosthodontics,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
714,Riyadh,Riyadh,Prince Sultan Military Medical City in Riyadh,Preventive Medicine,Preventive Medicine,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
715,Eastern Province,Dammam,Security Forces Hospital in Dammam,Anesthesia,Anesthesia,POINT (48.23088037524295 27.01831695320538),50.088794,26.420683,50.1506389,26.2846113
716,Riyadh,Riyadh,Prince Mohammed bin Abdulaziz Hospital in Riyadh,Anesthesia,Anesthesia,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
717,Unknown,Unknown - Saudi Arabia,Johns Hopkins Aramco Healthcare for Family Medicine,Family Medicine – 3 Years Track,Family Medicine,,45.079162,23.885942,46.6375541,24.7414432
718,Eastern Province,Khobar,King Fahd University Hospital in Khobar,Psychiatry,Psychiatry,POINT (48.23088037524295 27.01831695320538),50.080072,26.182911,50.1506389,26.2846113
719,Riyadh,Riyadh,Security Forces Hospital in Riyadh,Family Medicine – 3 Years Track,Family Medicine,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
720,Riyadh,Alkharj  ,King Khalid Hospital and Prince Sultan Center for Curative Services in Al-Kharj,General Surgery,General Surgery,POINT (45.61820131453023 23.06734035002238),47.324788,24.157604,46.6375541,24.7414432
721,Riyadh,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,General Surgery,General Surgery,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
722,Riyadh,Riyadh,King Fahad Medical City in Riyadh,Midwifery Nursing Diploma,Midwifery Nursing,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
723,Riyadh,Riyadh,King Khalid University Hospital in Riyadh,Anatomic Pathology,Anatomic Pathology,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
724,Riyadh,Riyadh,"Joint training program in the central region, Riyadh",Pediatric Surgery - Residency,Pediatric Surgery,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
725,Eastern Province,Hofuf,King Fahad Hospital in Hofuf,Adult Critical Care Medicine - Residency,Adult Critical Care Medicine,POINT (48.23088037524295 27.01831695320538),49.588765,25.380026,49.5142036,25.332395
726,Riyadh,Riyadh,Prince Sultan Center for Cardiac Diseases and Surgery in Riyadh,Cardiac Surgery,Cardiac Surgery,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
727,Eastern Province,Al-Ahsa,Almousa Specialist Hospital in Alahsa,Adult Critical Care Medicine - Residency,Adult Critical Care Medicine,POINT (48.23088037524295 27.01831695320538),49.365315,21.91133,49.5142036,25.332395
728,Riyadh,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,Prosthodontics - 3 Years Track,Prosthodontics,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
729,Al Jawf,Sakaka,King Abdulaziz Specialist Hospital in Aljowf,Internal Medicine,Internal Medicine,POINT (39.49162375981367 29.94699214878092),40.104306,29.878003,40.044994,29.790749
730,Riyadh,Riyadh,Specialized Dental Healthcare Center in Eastern Riyadh,Restorative Dentistry - 3 Years Track,Restorative Dentistry,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
731,Riyadh,Riyadh,University Hospitals of Riyadh Alam University in Riyadh,Pediatric Dentistry - 3 Years Track,Pediatric Dentistry,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
732,Riyadh,Riyadh,Specialized Dental Healthcare Center in Eastern Riyadh,Periodontics,Periodontics,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
733,Al-Qassim,Buraidah,Regional Dental Center in Buraidah,Orthodontics And Dentofacial Orthopedics,Orthodontic and Dentofacial Orthopedics,POINT (43.34184259120778 26.20128104945562),43.981812,26.359231,43.4838773,25.8827324
734,Riyadh,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,Anatomic Pathology,Anatomic Pathology,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
735,Hail,Hail,Dental Center in Hail,Endodontics - 3 Years Track,Endodontics,POINT (41.31974306376428 27.39548977373734),41.720824,27.51141,41.6967663,27.5085257
736,Eastern Province,Alqatif  ,AlQatif Central Hospital,Dermatology,Dermatology,POINT (48.23088037524295 27.01831695320538),49.998236,26.576492,50.1506389,26.2846113
737,Najran,Najran,General Directorate of Health Affairs in Najran Region,Orthodontics And Dentofacial Orthopedics,Orthodontic and Dentofacial Orthopedics,POINT (47.03188488227482 18.64536474996076),44.228944,17.565604,44.2337583,17.545267
738,Riyadh,Riyadh,King Fahad Medical City in Riyadh,Clinical Neurosurgery,Clinical Neurosurgery,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
739,Al-Qassim,Unaizah,King Saud Hospital in Unaizah,General Surgery,General Surgery,POINT (43.34184259120778 26.20128104945562),43.987546,26.090731,43.4838773,25.8827324
740,Eastern Province,Dammam,King Fahd Specialist Hospital in Dammam,Anatomic Pathology,Anatomic Pathology,POINT (48.23088037524295 27.01831695320538),50.088794,26.420683,50.1506389,26.2846113
741,Outside KSA,Manama,Bahrain Defense Force Hospital in the Kingdom of Bahrain,Ophthalmology,Ophthalmology,,50.5831,26.2167,50.5275852233908,26.1361804383855
742,Riyadh,Riyadh,King Fahad Medical City in Riyadh,Restorative Dentistry - 3 Years Track,Restorative Dentistry,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
743,Riyadh,Riyadh,Dental University Hospital at Princess Nourah Bint Abdulrahman in Riyadh,Restorative Dentistry - 3 Years Track,Restorative Dentistry,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
744,Riyadh,Riyadh,King Saud Medical City in Riyadh,Prosthodontics - 3 Years Track,Prosthodontics,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
745,Riyadh,Riyadh,The educational clinics of the Vision Colleges in Riyadh,Pediatric Dentistry - 3 Years Track,Pediatric Dentistry,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
746,Eastern Province,Dhahran,King Fahd Military Medical Complex in Dhahran,Neurology - 5 Years Track,Neurology,POINT (48.23088037524295 27.01831695320538),50.039302,26.236125,50.1506389,26.2846113
747,Asir,Abha,General Directorate of Health Affairs in Aseer Region,Obstetrics & Gynecology,Obstetrics & Gynecology,POINT (42.96906120309961 19.16294716728891),42.511724,18.246468,42.5238139,18.2024106
748,Al Madinah,Madinah,King Fahd Hospital in Medina,Radiology Technology & Medical Imaging,Radiology Technology & Medical Imaging,POINT (39.56226489806622 24.86058870299565),39.569184,24.524654,38.194309,24.0204254
749,Riyadh,Riyadh,Prince Abdulrahman bin Abdulaziz Institute for Graduate Studies in Dentistry in Riyadh,Restorative Dentistry - 3 Years Track,Restorative Dentistry,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
750,Riyadh,Riyadh,Specialized Dental Healthcare Center in Eastern Riyadh,Endodontics - 3 Years Track,Endodontics,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
751,Eastern Province,Dammam,Dammam Medical Complex,Dermatology,Dermatology,POINT (48.23088037524295 27.01831695320538),50.088794,26.420683,50.1506389,26.2846113
752,Riyadh,Riyadh,Security Forces Hospital in Riyadh,Restorative Dentistry - 3 Years Track,Restorative Dentistry,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
753,Riyadh,Riyadh,King Abdullah bin Abdulaziz University Hospital at Princess Nora Bint Abdulrahmsn University in Riyadh,Prosthodontics - 3 Years Track,Prosthodontics,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
754,Riyadh,Riyadh,Sultan Bin Abdulaziz Humanitarian City in Riyadh,Internal Medicine,Internal Medicine,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
755,Eastern Province,Dammam,Eastern Health Cluster,Clinical Neurosurgery,Clinical Neurosurgery,POINT (48.23088037524295 27.01831695320538),50.088794,26.420683,50.1506389,26.2846113
756,Asir,Khamis Mushait,King Fahd Hospital of the Armed Forces in the south,Orthopedic Surgery,Orthopedic Surgery,POINT (42.96906120309961 19.16294716728891),42.766233,18.309339,42.5238139,18.2024106
757,Riyadh,Riyadh,Security Forces Hospital in Riyadh,Neurology - 5 Years Track,Neurology,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
758,Outside KSA,Manama,Bahrain Defense Force Hospital in the Kingdom of Bahrain,Orthopedic Surgery,Orthopedic Surgery,,50.5831,26.2167,50.5275852233908,26.1361804383855
759,Riyadh,Riyadh,Security Forces Hospital in Riyadh,Periodontics,Periodontics,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
760,Riyadh,Riyadh,Dr. Sulaiman AlHabib Medical Group in Riyadh,Anesthesia,Anesthesia,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
761,Makkah,Jeddah,King Abdulaziz Hospital in Jeddah,Pediatric Medicine,Pediatrics,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
762,Al Bahah,Albahah,General Directorate of Health Affairs in Al-Baha Region,Emergency Nursing Diploma,Emergency Nursing,POINT (41.44575992033653 20.13329311434446),41.471273,20.021741,41.5057266,20.0583716
763,Riyadh,Riyadh,University Hospitals of Riyadh Alam University in Riyadh,Prosthodontics - 3 Years Track,Prosthodontics,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
764,Riyadh,Riyadh,AlYamamah Hospital in Riyadh,Family Dentistry,Family Dentistry,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
765,Al Jawf,Jouf,Muktt 5 primary health care center in Aljowf,Family Medicine – 3 Years Track,Family Medicine,POINT (39.49162375981367 29.94699214878092),39.320624,29.887356,40.044994,29.790749
766,Riyadh,Riyadh,Medical Center at King Fahd Security College in Riyadh,Restorative Dentistry - 3 Years Track,Restorative Dentistry,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
767,Riyadh,Riyadh,University Dental Hospital at King Saud University in Riyadh,Pediatric Dentistry - 3 Years Track,Pediatric Dentistry,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
768,Riyadh,Riyadh,Dallah Hospital in Riyadh,Diagnostic Radiology,Diagnostic Radiology,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
769,Riyadh,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,Psychiatry,Psychiatry,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
770,Eastern Province,Al-Ahsa,Al Ahsa Specialized Dental Center,Restorative Dentistry - 3 Years Track,Restorative Dentistry,POINT (48.23088037524295 27.01831695320538),49.365315,21.91133,49.5142036,25.332395
771,Riyadh,Riyadh,University Hospitals of Riyadh Alam University in Riyadh,Orthodontics And Dentofacial Orthopedics,Orthodontic and Dentofacial Orthopedics,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
772,Riyadh,Riyadh,King Abdullah bin Abdulaziz University Hospital at Princess Nora Bint Abdulrahmsn University in Riyadh,Family Medicine – 3 Years Track,Family Medicine,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
773,Eastern Province,Dammam,Dammam Medical Complex,Pediatric Dentistry - 3 Years Track,Pediatric Dentistry,POINT (48.23088037524295 27.01831695320538),50.088794,26.420683,50.1506389,26.2846113
774,Eastern Province,Hafr Albatin,Armed Forces Hospital in the North in Hafar Albatin,Family Medicine – 3 Years Track,Family Medicine,POINT (48.23088037524295 27.01831695320538),45.962711,28.378415,45.9764941,28.4131784
775,Makkah,Jeddah,King Fahd Hospital of Armed Forces in Jeddah,Otorhinolaryngology Head And Neck Surgery,Otorhinolaryngology Head And Neck Surgery,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
776,Asir,Khamis Mushait,King Fahd Hospital of the Armed Forces in the south,Ophthalmology,Ophthalmology,POINT (42.96906120309961 19.16294716728891),42.766233,18.309339,42.5238139,18.2024106
777,Makkah,Jeddah,King Faisal Specialist Hospital and Research Center in Jeddah,General Surgery,General Surgery,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
778,Eastern Province,Dammam,Imam Abdulrahman Al Faisal Hospital in Dammam,Pediatric Medicine,Pediatrics,POINT (48.23088037524295 27.01831695320538),50.088794,26.420683,50.1506389,26.2846113
779,Riyadh,Riyadh,"Joint training program in the central region, Riyadh",Prosthodontics,Prosthodontics,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
780,Asir,Abha,General Directorate of Health Affairs in Aseer Region,Urology,Urology,POINT (42.96906120309961 19.16294716728891),42.511724,18.246468,42.5238139,18.2024106
781,Outside KSA,Manama,Bahrain Defense Force Hospital in the Kingdom of Bahrain,Otorhinolaryngology Head And Neck Surgery,Otorhinolaryngology Head And Neck Surgery,,50.5831,26.2167,50.5275852233908,26.1361804383855
782,Riyadh,Riyadh,Dental clinics at the Dentistry Coolage at Dar Al Uloom University in Riyadh,Orthodontics And Dentofacial Orthopedics,Orthodontic and Dentofacial Orthopedics,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
783,Riyadh,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,Ophthalmology,Ophthalmology,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
784,Riyadh,Riyadh,Riyadh Second Health Cluster,Family Medicine – 3 Years Track,Family Medicine,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
785,Riyadh,Riyadh,Prince Sultan Military Medical City in Riyadh,Anatomic Pathology,Anatomic Pathology,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
786,Najran,Najran,General Directorate of Health Affairs in Najran Region,Orthopedic Surgery,Orthopedic Surgery,POINT (47.03188488227482 18.64536474996076),44.228944,17.565604,44.2337583,17.545267
787,Eastern Province,Dhahran,King Abdulaziz Air Base Hospital in Dhahran,Dermatology,Dermatology,POINT (48.23088037524295 27.01831695320538),50.039302,26.236125,50.1506389,26.2846113
788,Eastern Province,Dhahran,King Abdulaziz Air Base Hospital in Dhahran,Orthopedic Surgery,Orthopedic Surgery,POINT (48.23088037524295 27.01831695320538),50.039302,26.236125,50.1506389,26.2846113
789,Northern Borders,Arar,Prince Abdullah bin Abdulaziz bin Musaed Dental Center in Arar,Endodontics - 3 Years Track,Endodontics,POINT (41.99224594766449 30.08536996758705),41.059564,30.959945,41.0526463,30.9374302
790,Makkah,Jeddah,Eradah Complex - Psychological Services in Jeddah,Psychiatry,Psychiatry,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
791,Riyadh,Riyadh,Security Forces Hospital in Riyadh,Pediatric Dentistry - 3 Years Track,Pediatric Dentistry,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
792,Al Madinah,Madinah,King Fahd Hospital in Medina,Diagnostic Radiology,Diagnostic Radiology,POINT (39.56226489806622 24.86058870299565),39.569184,24.524654,38.194309,24.0204254
793,Asir,Bisha,Directorate of Health Affairs in Bisha Governorate,General Surgery,General Surgery,POINT (42.96906120309961 19.16294716728891),42.590167,19.976352,42.5238139,18.2024106
794,Makkah,Makkah,Security Forces Hospital in Mecca,Pediatric Medicine,Pediatrics,POINT (39.91800768330813 21.50947859338701),39.857912,21.389082,39.94124,21.331945
795,Al Bahah,Albahah,General Directorate of Health Affairs in Al-Baha Region,Obstetrics & Gynecology,Obstetrics & Gynecology,POINT (41.44575992033653 20.13329311434446),41.471273,20.021741,41.5057266,20.0583716
796,Makkah,Taif,Armed Forces Hospital in Al-Hada in Taif,Orthopedic Surgery,Orthopedic Surgery,POINT (39.91800768330813 21.50947859338701),40.424819,21.284078,40.412451,21.2401719
797,Makkah,Jeddah,Dr. Soliman Fakeeh Hospital in Jeddah,Orthopedic Surgery,Orthopedic Surgery,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
798,Outside KSA,Manama,Bahrain Defense Force Hospital in the Kingdom of Bahrain,Urology,Urology,,50.5831,26.2167,50.5275852233908,26.1361804383855
799,Makkah,Makkah,King Abdullah Medical City in the Holy Capital,Urology,Urology,POINT (39.91800768330813 21.50947859338701),39.857912,21.389082,39.94124,21.331945
800,Riyadh,Riyadh,King Khalid University Hospital in Riyadh,Radiation Oncology,Radiation Oncology,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
801,Najran,Najran,General Directorate of Health Affairs in Najran Region,Cardiac Care Nursing Diploma,Cardiac Care Nursing,POINT (47.03188488227482 18.64536474996076),44.228944,17.565604,44.2337583,17.545267
802,Makkah,Taif,Armed Forces Hospital in Al-Hada in Taif,Endodontics - 3 Years Track,Endodontics,POINT (39.91800768330813 21.50947859338701),40.424819,21.284078,40.412451,21.2401719
803,Makkah,Taif,Armed Forces Hospital in Al-Hada in Taif,Family Medicine – 3 Years Track,Family Medicine,POINT (39.91800768330813 21.50947859338701),40.424819,21.284078,40.412451,21.2401719
804,Makkah,Makkah,Security Forces Hospital in Mecca,Orthopedic Surgery,Orthopedic Surgery,POINT (39.91800768330813 21.50947859338701),39.857912,21.389082,39.94124,21.331945
805,Riyadh,Riyadh,"Joint training program in the central region, Riyadh",Anesthesia,Anesthesia,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
806,Makkah,Jeddah,King Fahd Hospital of Armed Forces in Jeddah,Anatomic Pathology,Anatomic Pathology,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
807,Eastern Province,Dhahran,King Fahd Military Medical Complex in Dhahran,Endodontics - 3 Years Track,Endodontics,POINT (48.23088037524295 27.01831695320538),50.039302,26.236125,50.1506389,26.2846113
808,Riyadh,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,Adult Critical Care Medicine - Residency,Adult Critical Care Medicine,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
809,Tabuk,Tabuk,King Fahd Specialist Hospital in Tabuk,Internal Medicine,Internal Medicine,POINT (37.21694450317039 27.86494842092309),36.566191,28.383508,36.5957527,28.3494438
810,Riyadh,Riyadh,Prince Mohammed bin Abdulaziz Hospital in Riyadh,Clinical Pharmacy,Clinical Pharmacy,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
811,Riyadh,Riyadh,Medical City of King Saud University in Riyadh,Oncology Nursing Diploma,Oncology Nursing,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
812,Riyadh,Riyadh,Medical City of King Saud University in Riyadh,Clinical Pharmacy In Infectious Diseases,Clinical Pharmacy - Infectious Diseases,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
813,Riyadh,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,Pediatric Dentistry - 3 Years Track,Pediatric Dentistry,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
814,Riyadh,Riyadh,Dentistry College at King Saud bin Abdulaziz University for Health Sciences in Riyadh,Restorative Dentistry - 3 Years Track,Restorative Dentistry,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
815,Al-Qassim,Buraidah,Regional Dental Center in Buraidah,Periodontics,Periodontics,POINT (43.34184259120778 26.20128104945562),43.981812,26.359231,43.4838773,25.8827324
816,Makkah,Taif,Prince Mansour Military Hospital for Community Medicine in Taif,Family Medicine – 3 Years Track,Family Medicine,POINT (39.91800768330813 21.50947859338701),40.424819,21.284078,40.412451,21.2401719
817,Al Madinah,Madinah,General Directorate of Health Affairs in Madinah,Family Medicine – 3 Years Track,Family Medicine,POINT (39.56226489806622 24.86058870299565),39.569184,24.524654,38.194309,24.0204254
818,Riyadh,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,Clinical Pharmacy,Clinical Pharmacy,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
819,Eastern Province,Dammam,Eastern Health Cluster,Clinical Pharmacy,Clinical Pharmacy,POINT (48.23088037524295 27.01831695320538),50.088794,26.420683,50.1506389,26.2846113
820,Hail,Hail,Dental Center in Hail,Restorative Dentistry - 3 Years Track,Restorative Dentistry,POINT (41.31974306376428 27.39548977373734),41.720824,27.51141,41.6967663,27.5085257
821,Asir,Abha,General Directorate of Health Affairs in Aseer Region,Otorhinolaryngology Head And Neck Surgery,Otorhinolaryngology Head And Neck Surgery,POINT (42.96906120309961 19.16294716728891),42.511724,18.246468,42.5238139,18.2024106
822,Riyadh,Riyadh,Specialized Dental Healthcare Center in Eastern Riyadh,Orthodontics And Dentofacial Orthopedics - 3 Years Track,Orthodontic and Dentofacial Orthopedics,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
823,Riyadh,Riyadh,University Dental Hospital at King Saud University in Riyadh,Orthodontics And Dentofacial Orthopedics - 3 Years Track,Orthodontic and Dentofacial Orthopedics,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
824,Outside KSA,Manama,Bahrain Defense Force Hospital in the Kingdom of Bahrain,Anesthesia,Anesthesia,,50.5831,26.2167,50.5275852233908,26.1361804383855
825,Al-Qassim,Buraidah,Maternity and Pediatric Hospital in Buraidah,Midwifery Nursing Diploma,Midwifery Nursing,POINT (43.34184259120778 26.20128104945562),43.981812,26.359231,43.4838773,25.8827324
826,Eastern Province,Hofuf,Prince Sultan Center for Cardiac Diseases and Surgery in Hofuf,Cardiac Surgery,Cardiac Surgery,POINT (48.23088037524295 27.01831695320538),49.588765,25.380026,49.5142036,25.332395
827,Eastern Province,Dhahran,King Fahd Military Medical Complex in Dhahran,Anesthesia,Anesthesia,POINT (48.23088037524295 27.01831695320538),50.039302,26.236125,50.1506389,26.2846113
828,Asir,Abha,General Directorate of Health Affairs in Aseer Region,Family Dentistry,Family Dentistry,POINT (42.96906120309961 19.16294716728891),42.511724,18.246468,42.5238139,18.2024106
829,Makkah,Jeddah,King Abdullah Medical Complex in Jeddah,Orthopedic Surgery,Orthopedic Surgery,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
830,Riyadh,Riyadh,King Saud Medical City in Riyadh,Otorhinolaryngology Head And Neck Surgery,Otorhinolaryngology Head And Neck Surgery,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
831,Riyadh,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,Clinical Pharmacy,Clinical Pharmacy,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
832,Asir,Khamis Mushait,King Fahd Hospital of the Armed Forces in the south,Psychiatry,Psychiatry,POINT (42.96906120309961 19.16294716728891),42.766233,18.309339,42.5238139,18.2024106
833,Riyadh,Riyadh,Specialized Dental Healthcare Center in Eastern Riyadh,Pediatric Dentistry - 3 Years Track,Pediatric Dentistry,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
834,Riyadh,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,Pediatric Surgery - Residency,Pediatric Surgery,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
835,Riyadh,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,Adult Critical Care Nursing Diploma,Adult Critical Care Nursing,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
836,Hail,Hail,Dental Center in Hail,Endodontics,Endodontics,POINT (41.31974306376428 27.39548977373734),41.720824,27.51141,41.6967663,27.5085257
837,Makkah,Jeddah,King Fahd General Hospital in Jeddah,Radiology Technology & Medical Imaging,Radiology Technology & Medical Imaging,POINT (39.91800768330813 21.50947859338701),39.192505,21.485811,39.362754,21.4222327
838,Al-Qassim,Buraidah,Buraidah Central Hospital in Buraidah,Family Medicine – 3 Years Track,Family Medicine,POINT (43.34184259120778 26.20128104945562),43.981812,26.359231,43.4838773,25.8827324
839,Eastern Province,Dammam,Dammam Medical Complex,Emergency Nursing Diploma,Emergency Nursing,POINT (48.23088037524295 27.01831695320538),50.088794,26.420683,50.1506389,26.2846113
840,Riyadh,Riyadh,Prince Sultan Military Medical City in Riyadh,Periodontics,Periodontics,POINT (45.61820131453023 23.06734035002238),46.675296,24.713552,46.6375541,24.7414432
841,Hail,Hail,King Khalid Hospital in Hail,Adult Critical Care Nursing Diploma,Adult Critical Care Nursing,POINT (41.31974306376428 27.39548977373734),41.720824,27.51141,41.6967663,27.5085257
